"group","imp","term","smd_pre","smd_post","abs_post","run_id","run_ts"
"ABG",4,"dbp",-0.170507166456931,-0.0392390633086423,0.0392390633086423,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",4,"serum_cr",0.0487930734294344,0.0382462465605945,0.0382462465605945,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",4,"ckd:0",-0.0504563731760944,-0.0350233165435497,0.0350233165435497,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",4,"ckd:1",0.0504563731760944,0.0350233165435282,0.0350233165435282,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"location:0",0.162828213772386,0.0897101302083557,0.0897101302083557,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"encounter_type:Emergency",-0.378237836978805,-0.0800874697676251,0.0800874697676251,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"encounter_type:Inpatient",0.378237836978805,0.0800874697675929,0.0800874697675929,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"location:1",-0.129814078610578,-0.0725163937860092,0.0725163937860092,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"age_at_encounter",0.110476808671534,0.0499288366983373,0.0499288366983373,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"curr_bmi",-0.235213558689395,-0.047992156802575,0.047992156802575,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"dbp",-0.167611641970761,-0.0388550275071544,0.0388550275071544,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"serum_cr",0.0475415352155097,0.037482117664266,0.037482117664266,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"ckd:0",-0.0504563731760944,-0.0341208618152127,0.0341208618152127,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",5,"ckd:1",0.0504563731760944,0.0341208618151933,0.0341208618151933,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"location:0",0.162828213772386,0.0892495366232836,0.0892495366232836,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"encounter_type:Emergency",-0.378237836978805,-0.080185551952411,0.080185551952411,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"encounter_type:Inpatient",0.378237836978805,0.0801855519523802,0.0801855519523802,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"location:1",-0.129814078610578,-0.0723665272540366,0.0723665272540366,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"curr_bmi",-0.229113340908661,-0.0511885238498568,0.0511885238498568,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"age_at_encounter",0.110476808671534,0.050724113362327,0.050724113362327,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"serum_cr",0.0484636345867113,0.0372396847781756,0.0372396847781756,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"dbp",-0.164717847746538,-0.0367893520974951,0.0367893520974951,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"ckd:0",-0.0504563731760944,-0.0333476258384906,0.0333476258384906,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",6,"ckd:1",0.0504563731760944,0.0333476258384797,0.0333476258384797,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"location:0",0.162828213772386,0.0903440309616784,0.0903440309616784,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"encounter_type:Emergency",-0.378237836978805,-0.0806718929254855,0.0806718929254855,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"encounter_type:Inpatient",0.378237836978805,0.0806718929254413,0.0806718929254413,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"location:1",-0.129814078610578,-0.0729887116498076,0.0729887116498076,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"curr_bmi",-0.233992364910414,-0.0513543084149576,0.0513543084149576,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"age_at_encounter",0.110476808671534,0.0512403240210814,0.0512403240210814,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"dbp",-0.169214532632707,-0.0392006880210465,0.0392006880210465,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"serum_cr",0.0480129764769372,0.0375719877814456,0.0375719877814456,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"ckd:0",-0.0504563731760944,-0.0341662288117747,0.0341662288117747,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",7,"ckd:1",0.0504563731760944,0.0341662288117219,0.0341662288117219,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"location:0",0.162828213772386,0.0902196411537296,0.0902196411537296,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"encounter_type:Inpatient",0.378237836978805,0.0798832698325071,0.0798832698325071,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"encounter_type:Emergency",-0.378237836978805,-0.0798832698324795,0.0798832698324795,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"location:1",-0.129814078610578,-0.0725669362431959,0.0725669362431959,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"age_at_encounter",0.110476808671534,0.0484199563915841,0.0484199563915841,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"curr_bmi",-0.234315659372737,-0.0479115753723929,0.0479115753723929,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"dbp",-0.168050460401219,-0.037519295320463,0.037519295320463,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"serum_cr",0.0476725921065075,0.0371545837528543,0.0371545837528543,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"ckd:1",0.0504563731760944,0.0344702789252139,0.0344702789252139,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",8,"ckd:0",-0.0504563731760944,-0.0344702789251902,0.0344702789251902,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"location:0",0.162828213772386,0.0903517835709981,0.0903517835709981,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"encounter_type:Inpatient",0.378237836978805,0.0800684870469099,0.0800684870469099,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"encounter_type:Emergency",-0.378237836978805,-0.0800684870468801,0.0800684870468801,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"location:1",-0.129814078610578,-0.0728089232713951,0.0728089232713951,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"age_at_encounter",0.110476808671534,0.0503549234626355,0.0503549234626355,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"curr_bmi",-0.237432217582506,-0.0481426567565277,0.0481426567565277,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"dbp",-0.167487491002931,-0.0387413564326064,0.0387413564326064,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"serum_cr",0.0472548924668045,0.0376702227044228,0.0376702227044228,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"ckd:1",0.0504563731760944,0.0346782113719312,0.0346782113719312,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",9,"ckd:0",-0.0504563731760944,-0.0346782113719163,0.0346782113719163,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"location:0",0.162828213772386,0.0885853520275557,0.0885853520275557,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"encounter_type:Emergency",-0.378237836978805,-0.080661603803887,0.080661603803887,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"encounter_type:Inpatient",0.378237836978805,0.0806616038038322,0.0806616038038322,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"location:1",-0.129814078610578,-0.0720593588637279,0.0720593588637279,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"curr_bmi",-0.236067198498922,-0.0501967860722637,0.0501967860722637,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"age_at_encounter",0.110476808671534,0.0499741896912202,0.0499741896912202,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"dbp",-0.168619357846194,-0.037670446369677,0.037670446369677,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"serum_cr",0.0485223528117829,0.0372416247470631,0.0372416247470631,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"ckd:0",-0.0504563731760944,-0.0344351640943189,0.0344351640943189,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",10,"ckd:1",0.0504563731760944,0.034435164094277,0.034435164094277,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"location:0",0.162828213772386,0.0894476287815179,0.0894476287815179,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"encounter_type:Inpatient",0.378237836978805,0.0808291002452332,0.0808291002452332,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"encounter_type:Emergency",-0.378237836978805,-0.0808291002451874,0.0808291002451874,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"location:1",-0.129814078610578,-0.0720964243860115,0.0720964243860115,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"curr_bmi",-0.23365697743969,-0.0509465599008427,0.0509465599008427,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"age_at_encounter",0.110476808671534,0.0505671901095689,0.0505671901095689,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"dbp",-0.165823447385029,-0.0383625380181802,0.0383625380181802,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"serum_cr",0.0480369881988329,0.0368111785804022,0.0368111785804022,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"location:2",0.0310876288925628,-0.0340112346912912,0.0340112346912912,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",11,"ckd:1",0.0504563731760944,0.033815062719579,0.033815062719579,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"location:0",0.162828213772386,0.0891478864795317,0.0891478864795317,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"encounter_type:Emergency",-0.378237836978805,-0.0800760438407792,0.0800760438407792,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"encounter_type:Inpatient",0.378237836978805,0.0800760438407628,0.0800760438407628,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"location:1",-0.129814078610578,-0.0725462023546366,0.0725462023546366,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"curr_bmi",-0.230874394789882,-0.0511499275495477,0.0511499275495477,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"age_at_encounter",0.110476808671534,0.050531461048168,0.050531461048168,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"dbp",-0.166167649143323,-0.0391308327061045,0.0391308327061045,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"serum_cr",0.0485052294745064,0.0365340310703839,0.0365340310703839,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"ckd:0",-0.0504563731760944,-0.0340186099438886,0.0340186099438886,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",12,"ckd:1",0.0504563731760944,0.0340186099438845,0.0340186099438845,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"location:0",0.162828213772386,0.0902579207637037,0.0902579207637037,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"encounter_type:Emergency",-0.378237836978805,-0.0792024413989449,0.0792024413989449,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"encounter_type:Inpatient",0.378237836978805,0.0792024413989167,0.0792024413989167,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"location:1",-0.129814078610578,-0.0729800400684562,0.0729800400684562,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"age_at_encounter",0.110476808671534,0.0507950960093881,0.0507950960093881,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"curr_bmi",-0.232583710186035,-0.0466297705171921,0.0466297705171921,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"serum_cr",0.0485962650698663,0.0379011210832525,0.0379011210832525,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"dbp",-0.167958763759424,-0.0371303485115394,0.0371303485115394,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"ckd:0",-0.0504563731760944,-0.0341435978604888,0.0341435978604888,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",13,"ckd:1",0.0504563731760944,0.034143597860468,0.034143597860468,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"location:0",0.162828213772386,0.0893802170876792,0.0893802170876792,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"encounter_type:Emergency",-0.378237836978805,-0.0785322536773019,0.0785322536773019,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"encounter_type:Inpatient",0.378237836978805,0.0785322536772679,0.0785322536772679,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"location:1",-0.129814078610578,-0.0726908044521555,0.0726908044521555,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"age_at_encounter",0.110476808671534,0.0505324072736655,0.0505324072736655,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"curr_bmi",-0.229901100627317,-0.0482323770075956,0.0482323770075956,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"dbp",-0.167564547312538,-0.0387141308784497,0.0387141308784497,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"serum_cr",0.0481155652969226,0.0365810329398384,0.0365810329398384,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"location:2",0.0310876288925628,-0.0333715871577485,0.0333715871577485,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",14,"ckd:0",-0.0504563731760944,-0.0333094742600787,0.0333094742600787,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"location:0",0.162828213772386,0.0913387547645747,0.0913387547645747,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"encounter_type:Inpatient",0.378237836978805,0.0797237589903472,0.0797237589903472,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"encounter_type:Emergency",-0.378237836978805,-0.0797237589903413,0.0797237589903413,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"location:1",-0.129814078610578,-0.0734665347134821,0.0734665347134821,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"curr_bmi",-0.228226728343416,-0.0504617517196968,0.0504617517196968,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"age_at_encounter",0.110476808671534,0.0504262870517017,0.0504262870517017,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"dbp",-0.167752350056201,-0.0366151538957401,0.0366151538957401,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"serum_cr",0.048383424987147,0.0365359414810229,0.0365359414810229,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"location:2",0.0310876288925628,-0.0341634213706867,0.0341634213706867,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",15,"ckd:1",0.0504563731760944,0.034126530208217,0.034126530208217,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"location:0",0.162828213772386,0.0897410531549243,0.0897410531549243,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"encounter_type:Inpatient",0.378237836978805,0.0798896732097921,0.0798896732097921,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"encounter_type:Emergency",-0.378237836978805,-0.0798896732097564,0.0798896732097564,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"location:1",-0.129814078610578,-0.0730247828819956,0.0730247828819956,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"curr_bmi",-0.229860334218005,-0.0514425118665638,0.0514425118665638,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"age_at_encounter",0.110476808671534,0.0507861406178738,0.0507861406178738,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"dbp",-0.167457214935695,-0.0400040714944231,0.0400040714944231,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"serum_cr",0.0477989341336724,0.0377347536372565,0.0377347536372565,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"ckd:0",-0.0504563731760944,-0.0343215856407236,0.0343215856407236,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",16,"ckd:1",0.0504563731760944,0.0343215856407197,0.0343215856407197,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"location:0",0.162828213772386,0.0903663407747104,0.0903663407747104,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"encounter_type:Inpatient",0.378237836978805,0.0803324121701491,0.0803324121701491,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"encounter_type:Emergency",-0.378237836978805,-0.0803324121701235,0.0803324121701235,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"location:1",-0.129814078610578,-0.0733500218578159,0.0733500218578159,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"curr_bmi",-0.229100870499074,-0.0519207726274447,0.0519207726274447,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"age_at_encounter",0.110476808671534,0.0501776392022166,0.0501776392022166,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"dbp",-0.166804029703401,-0.0363840043309883,0.0363840043309883,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"serum_cr",0.0484142590703299,0.0348695990549883,0.0348695990549883,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"ckd:1",0.0504563731760944,0.0334092356325779,0.0334092356325779,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",17,"ckd:0",-0.0504563731760944,-0.0334092356325536,0.0334092356325536,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"location:0",0.162828213772386,0.0911108418333528,0.0911108418333528,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"encounter_type:Emergency",-0.378237836978805,-0.0783486440287508,0.0783486440287508,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"encounter_type:Inpatient",0.378237836978805,0.0783486440287004,0.0783486440287004,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"location:1",-0.129814078610578,-0.0735047200898879,0.0735047200898879,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"curr_bmi",-0.231909759797403,-0.0505700686626818,0.0505700686626818,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"age_at_encounter",0.110476808671534,0.0498733715505028,0.0498733715505028,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"dbp",-0.167379065597536,-0.0382773366096824,0.0382773366096824,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"serum_cr",0.0479719530985993,0.0372838827490381,0.0372838827490381,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"location:2",0.0310876288925628,-0.0344649342221382,0.0344649342221382,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",18,"ckd:0",-0.0504563731760944,-0.0335975965507789,0.0335975965507789,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"location:0",0.162828213772386,0.0904499214936329,0.0904499214936329,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"encounter_type:Inpatient",0.378237836978805,0.0783375646100252,0.0783375646100252,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"encounter_type:Emergency",-0.378237836978805,-0.0783375646100065,0.0783375646100065,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"location:1",-0.129814078610578,-0.0735725002831425,0.0735725002831425,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"curr_bmi",-0.232853217501151,-0.0503347660639223,0.0503347660639223,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"age_at_encounter",0.110476808671534,0.0498869734092717,0.0498869734092717,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"dbp",-0.166892623107753,-0.0384537013192092,0.0384537013192092,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"serum_cr",0.0479826560074628,0.0369826582614482,0.0369826582614482,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"location:2",0.0310876288925628,-0.0340728732731167,0.0340728732731167,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",19,"ckd:1",0.0504563731760944,0.0337829546294582,0.0337829546294582,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"location:0",0.162828213772386,0.0890651132647531,0.0890651132647531,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"encounter_type:Emergency",-0.378237836978805,-0.0785664696412708,0.0785664696412708,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"encounter_type:Inpatient",0.378237836978805,0.0785664696412133,0.0785664696412133,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"location:1",-0.129814078610578,-0.0720595554033804,0.0720595554033804,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"age_at_encounter",0.110476808671534,0.0496727882562914,0.0496727882562914,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"curr_bmi",-0.231956511002644,-0.0496044161609675,0.0496044161609675,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"dbp",-0.168819058586454,-0.0375633913215175,0.0375633913215175,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"serum_cr",0.0483725609549546,0.0374770859847287,0.0374770859847287,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"ckd:0",-0.0504563731760944,-0.0350852172699843,0.0350852172699843,"20260415_003149","2026-04-15 00:31:49.347034"
"ABG",20,"ckd:1",0.0504563731760944,0.0350852172699514,0.0350852172699514,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"encounter_type:Inpatient",0.0348562569719965,0.039469365985544,0.039469365985544,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"encounter_type:Emergency",-0.0348562569719966,-0.0394693659855157,0.0394693659855157,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"location:3",-0.0637213583813181,-0.0311306185161286,0.0311306185161286,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"age_at_encounter",-0.0201779583027337,0.0297155693706745,0.0297155693706745,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"serum_ca",-0.0412904383983949,-0.0281463104710934,0.0281463104710934,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"location:0",-0.334988577629318,0.0223411790805127,0.0223411790805127,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"hr",0.148419118747504,0.0209084299307559,0.0209084299307559,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG",1,"race_ethnicity:6",0.197280740706149,-0.019892193682035,0.019892193682035,"20260415_003149","2026-04-15 00:31:49.347034"
